"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56","Should create a user with id 11","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","64","Should create a post with id 101 with empty body","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Edge Cases","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","104","Should return a list of posts for existing user with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","108","Should delete post with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","309","Should create a new post with id 101","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","75","Should create a user with id 11 with empty body","jsonplaceholder-api","Thu Apr 02 02:30:40 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Edge Cases","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","119","Should fully update user with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","36","Should return 404 for a non-existent user with id 99","jsonplaceholder-api","Thu Apr 02 02:30:40 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","113","Should return 200 and empty list of posts for non-existing user with id 99","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","109","Should partially update post with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","54","Should return 404 for DELETE request to user list endpoint","jsonplaceholder-api","Thu Apr 02 02:30:40 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","34","Should get user with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","181","Should return a list of 100 posts","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","69","Should replace the nested address object when partially updating user with id 1","jsonplaceholder-api","Thu Apr 02 02:30:40 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","57","Should partially update user with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","170","Should get post with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","68","Should return 500 for a malformed JSON payload","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","54","Should return 404 for a non-existent post with id 9999","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","45","Should return 500 for a malformed JSON payload","jsonplaceholder-api","Thu Apr 02 02:30:40 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","325","Should fully update post with id 1","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","32","Should return a list of 10 users","jsonplaceholder-api","Thu Apr 02 02:30:39 UTC 2026","passed","Thu Apr 02 02:30:39 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","78","Should delete user with id 1","jsonplaceholder-api","Thu Apr 02 02:30:40 UTC 2026","passed","Thu Apr 02 02:30:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
