"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69","Should partially update post with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","53","Should create a post with id 101 with empty body","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Edge Cases","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","67","Should return 200 and empty list of posts for non-existing user with id 99","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","71","Should create a user with id 11","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","61","Should delete user with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","130","Should return 404 for a non-existent user with id 99","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","268","Should return a list of 100 posts","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","228","Should fully update post with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","77","Should return a list of 10 users","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","320","Should get post with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","130","Should partially update user with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","40","Should return 404 for DELETE request to user list endpoint","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","44","Should return 500 for a malformed JSON payload","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","58","Should fully update user with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","83","Should replace the nested address object when partially updating user with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","44","Should create a user with id 11 with empty body","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Edge Cases","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","74","Should delete post with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","222","Should create a new post with id 101","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","73","Should get user with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","93","Should return a list of posts for existing user with id 1","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","48","Should return 404 for a non-existent post with id 9999","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","39","Should return 500 for a malformed JSON payload","jsonplaceholder-api","Wed Jan 28 01:55:40 UTC 2026","passed","Wed Jan 28 01:55:40 UTC 2026","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
